name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,torque,seats,Marka,Model,Buraxilis_ili,ID
Hyundai EON Era Plus,2014,250000,80000,Petrol,Individual,Manual,Second Owner,21.1 kmpl,814 CC,55.2 bhp,74.5Nm@ 4000rpm,5.0,Hyundai,EON,2014,a210bbc2f82ce9942c51a85f452b998d
Honda Amaze VX i-DTEC,2013,445000,100000,Diesel,Individual,Manual,First Owner,25.8 kmpl,1498 CC,98.6 bhp,200Nm@ 1750rpm,5.0,Honda,Amaze,2013,8bc04bfb59a205bc5eb6fdcc051882ca
Volkswagen Jetta 2.0 TDI Comfortline,2010,400000,100000,Diesel,Individual,Manual,First Owner,15.0 kmpl,1896 CC,105 bhp,"25.5@ 1,900(kgm@ rpm)",5.0,Volkswagen,Jetta,2010,cfb5546a36550dd92b2185726adcbf2b
Hyundai i20 1.4 CRDi Era,2010,350000,90000,Diesel,Individual,Manual,Second Owner,23.0 kmpl,1396 CC,90 bhp,22.4 kgm at 1750-2750rpm,5.0,Hyundai,i20,2010,4ead452199ba1b3ffbf5da79e884afd6
Skoda Rapid Ultima 1.6 TDI Elegance,2012,295000,140000,Diesel,Individual,Manual,First Owner,20.5 kmpl,1598 CC,103.5 bhp,250Nm@ 1500-2500rpm,5.0,Skoda,Rapid,2012,e0463bb0d9d686465136c447159a95dc
Maruti Swift Dzire VXI 1.2,2018,600000,25000,Petrol,Individual,Manual,First Owner,21.21 kmpl,1197 CC,81.80 bhp,113Nm@ 4200rpm,5.0,Maruti,Swift,2018,306642ae6e0c5cb9dbeda945c50c2b14
Toyota Innova Crysta 2.4 GX MT 8S BSIV,2018,1650000,20000,Diesel,Individual,Manual,First Owner,13.68 kmpl,2393 CC,147.8 bhp,343Nm@ 1400-2800rpm,8.0,Toyota,Innova,2018,a0efdae52409cc50dbfe4ad11b0739de
Maruti 800 AC,2012,100000,30000,Petrol,Individual,Manual,First Owner,16.1 kmpl,796 CC,37 bhp,59Nm@ 2500rpm,4.0,Maruti,800,2012,a7d5d6c339957c0c7298c89e4661f867
Ford Aspire Trend Plus,2018,690000,13000,Petrol,Individual,Manual,First Owner,20.4 kmpl,1194 CC,94.93 bhp,120Nm@ 4250rpm,5.0,Ford,Aspire,2018,53444e4503a61b36e82f340112bebbd0
Hyundai i20 1.2 Asta,2018,710000,42000,Petrol,Individual,Manual,First Owner,18.6 kmpl,1197 CC,81.83 bhp,114.7Nm@ 4000rpm,5.0,Hyundai,i20,2018,2d2e46311c11aef8bb0f6c71e3faeff8
Hyundai EON 1.0 Kappa Magna Plus Optional,2018,350000,10000,Petrol,Individual,Manual,Second Owner,20.3 kmpl,998 CC,68.05 bhp,94.14Nm@ 3500rpm,5.0,Hyundai,EON,2018,c90c8c88379de9c2bd62da781ca51a56
Maruti Alto K10 2010-2014 VXI,2012,220000,13000,Petrol,Individual,Manual,First Owner,20.92 kmpl,998 CC,67.1 bhp,90Nm@ 3500rpm,5.0,Maruti,Alto,2012,3fcfa1145a5d00c156f3f9b45e4901a1
Renault Triber RXZ BSIV,2019,700000,6500,Petrol,Individual,Manual,First Owner,20.0 kmpl,999 CC,72 bhp,96Nm@ 3500rpm,7.0,Renault,Triber,2019,cf682f83ed7ec7f952d2d936c18e3cdd
Hyundai EON Magna Plus,2013,198000,49500,Petrol,Individual,Manual,Second Owner,21.1 kmpl,814 CC,55.2 bhp,74.5Nm@ 4000rpm,5.0,Hyundai,EON,2013,8c069bb0c69b9bb05548d7edeca9fc3f
Hyundai i20 1.4 CRDi Sportz,2011,350000,50000,Diesel,Individual,Manual,First Owner,23.0 kmpl,1396 CC,90 bhp,22.4 kgm at 1750-2750rpm,5.0,Hyundai,i20,2011,973e500270f50de6ca0ada8f69d4def0
Maruti Baleno Alpha 1.2,2016,650000,35000,Petrol,Individual,Manual,Second Owner,21.4 kmpl,1197 CC,83.1 bhp,115Nm@ 4000rpm,5.0,Maruti,Baleno,2016,3f1613940120a051a0dcb995183a2e8d
Mahindra Verito 1.5 D4 BSIV,2015,380000,120000,Diesel,Individual,Manual,Second Owner,21.03 kmpl,1461 CC,65 bhp,160Nm@ 2000rpm,5.0,Mahindra,Verito,2015,d28d24693c78ca37a898c15876ffa552
Tata Zest Revotron 1.2 XT,2014,360000,50000,Petrol,Individual,Manual,Second Owner,17.57 kmpl,1193 CC,88.7 bhp,140Nm@ 1500-4000rpm,5.0,Tata,Zest,2014,fdf38ea41cf5b55d6d32e828529d2c0e
Skoda Rapid 1.6 MPI Elegance,2012,385000,116000,Petrol,Individual,Manual,First Owner,15.0 kmpl,1598 CC,103.5 bhp,153Nm@ 3800rpm,5.0,Skoda,Rapid,2012,4a91ba0095527b545827dd0d67142e5e
Hyundai Verna 1.6 SX CRDi (O),2012,590000,110000,Diesel,Individual,Manual,Second Owner,22.32 kmpl,1582 CC,126.32 bhp,259.8Nm@ 1900-2750rpm,5.0,Hyundai,Verna,2012,a8276f06e97a3407a468178f1edc968a
Mahindra XUV500 W4,2013,750000,70000,Diesel,Individual,Manual,Second Owner,15.1 kmpl,2179 CC,140 bhp,330Nm@ 1600-2800rpm,7.0,Mahindra,XUV500,2013,b7e9be742d4339bc42a8824aa8c4b134
Fiat Grande Punto 1.3 Emotion (Diesel),2011,254999,100000,Diesel,Individual,Manual,Third Owner,20.3 kmpl,1248 CC,75 bhp,197Nm@ 1750rpm,5.0,Fiat,Grande,2011,541ceea5e103d83fea288153283df292
Hyundai Grand i10 SportZ Edition,2015,499000,20000,Petrol,Individual,Manual,First Owner,18.9 kmpl,1197 CC,81.86 bhp,113.75Nm@ 4000rpm,5.0,Hyundai,Grand,2015,635c6c73b3495404662717569a8e57c1
Maruti Swift Dzire AMT ZDI Plus,2018,730000,60000,Diesel,Individual,Automatic,First Owner,28.4 kmpl,1248 CC,74.02 bhp,190Nm@ 2000rpm,5.0,Maruti,Swift,2018,dbfde0dfe15f480f594b98525ce08b42
Honda Jazz 1.5 V i DTEC,2016,650000,30000,Diesel,Individual,Manual,Second Owner,27.3 kmpl,1498 CC,98.6 bhp,200Nm@ 1750rpm,5.0,Honda,Jazz,2016,28e760aef99902b4830fba82af0477fa
Renault Pulse RxL,2012,220000,75000,Diesel,Individual,Manual,First Owner,23.08 kmpl,1461 CC,63.12 bhp,160Nm@ 2000rpm,5.0,Renault,Pulse,2012,7273d95a68a46dbaabcf7b8a448fb4c8
Maruti Swift 1.3 ZXI,2006,229999,110000,Petrol,Individual,Manual,Third Owner,,,,,,Maruti,Swift,2006,9d4547c4d16accc90d635407f79da6ae
Maruti Swift 1.3 VXi,2006,215000,90000,Petrol,Individual,Manual,Fourth & Above Owner,,,,,,Maruti,Swift,2006,24d525c9cc639282ff0a711806a3f4e1
Tata Indica V2 DLS TC,2006,100000,110000,Diesel,Individual,Manual,Third Owner,16.8 kmpl,1405 CC,62 bhp,"12.5@ 2,500(kgm@ rpm)",5.0,Tata,Indica,2006,bb9bba9771950c508576636b8b6defdf
Hyundai Accent GLS 1.6,2004,110000,120000,Petrol,Individual,Manual,Fourth & Above Owner,14.4 kmpl,1599 CC,94 bhp,12.5kgm@ 3500rpm,5.0,Hyundai,Accent,2004,8af00e19746698f360ca6e79c3fe3776
Tata Indica Vista Aqua 1.4 TDI,2009,152000,48000,Diesel,Individual,Manual,Second Owner,17.0 kmpl,1405 CC,71 bhp,135 Nm at 2500  rpm ,5.0,Tata,Indica,2009,cb2dd9a92a9acd03af8ab2f1cf92e91a
Maruti Ignis Zeta AMT,2020,600000,5000,Petrol,Individual,Automatic,First Owner,20.89 kmpl,1197 CC,81.80 bhp,113Nm@ 4200rpm,5.0,Maruti,Ignis,2020,099fac717945ff0f95014c97ae2d2a96
Chevrolet Tavera Neo 3 LS 10 Seats BSIII,2016,620000,120000,Diesel,Individual,Manual,First Owner,13.58 kmpl,2499 CC,72.4 bhp,171Nm@ 1800rpm,10.0,Chevrolet,Tavera,2016,5328b1b9e413b0cc00a9b7842f5b004d
Toyota Platinum Etios 1.4 GXD,2018,780000,116000,Diesel,Individual,Manual,First Owner,23.59 kmpl,1364 CC,67.05 bhp,170Nm@ 1800-2400rpm,5.0,Toyota,Platinum,2018,644e9025e5ca99399b4ddea12df9b922
Maruti Swift LXI,2020,445000,1000,Petrol,Individual,Manual,First Owner,21.21 kmpl,1197 CC,81.80 bhp,113Nm@ 4200rpm,5.0,Maruti,Swift,2020,b7ce9c9357f13c598e6195d7162bc657
Hyundai Xcent 1.2 VTVT S AT,2018,575000,15000,Petrol,Individual,Automatic,First Owner,17.36 kmpl,1197 CC,81.86 bhp,113.75nm@ 4000rpm,5.0,Hyundai,Xcent,2018,f9c2df14f06f30ba850737e5c2047fd8
Maruti S-Cross 2017-2020 Delta DDiS 200 SH,2018,975000,5000,Diesel,Individual,Manual,First Owner,25.1 kmpl,1248 CC,88.5 bhp,200Nm@ 1750rpm,5.0,Maruti,S-Cross,2018,d3a2f4e9011eb890f3161e4f2171378e
Tata Tiago 2019-2020 XZ Plus Dual Tone,2019,450000,3500,Petrol,Individual,Manual,First Owner,23.84 kmpl,1199 CC,83.83 bhp,114Nm@ 3500rpm,5.0,Tata,Tiago,2019,525531468e8794ba6e4b3cee270d2834
Ford Figo 1.5D Titanium MT,2015,480000,80000,Diesel,Individual,Manual,First Owner,25.83 kmpl,1498 CC,99 bhp,215Nm@ 1750-3000rpm,5.0,Ford,Figo,2015,340a396f52452b44e20d9005bc9eb125
Maruti Omni MPI STD BSIII 8-STR W/ IMMOBILISER,2008,110000,48676,Petrol,Individual,Manual,First Owner,19.7 kmpl,796 CC,35 bhp,"6.1@ 3,000(kgm@ rpm)",8.0,Maruti,Omni,2008,8b768322e50e4e58787d269ac607e91e
Hyundai Santro Xing XL eRLX Euro II,2006,105000,60000,Petrol,Individual,Manual,Third Owner,,,,,,Hyundai,Santro,2006,db466f102b62bdbed2b992d99bc7f9b5
BMW 6 Series GT 630d Luxury Line,2018,5830000,30000,Diesel,Individual,Automatic,First Owner,17.09 kmpl,2993 CC,261.4 bhp,620Nm@ 2000-2500rpm,4.0,BMW,6,2018,aaec3f3bce77ba86c72026bb31efa079
Hyundai i20 1.2 Magna Executive,2014,415000,72000,Petrol,Dealer,Manual,First Owner,18.6 kmpl,1197 CC,81.83 bhp,114.7Nm@ 4000rpm,5.0,Hyundai,i20,2014,9cfb67ac37bbb948c5e3d1157cd32085
Maruti Swift VXI BSIV,2015,475000,51000,Petrol,Dealer,Manual,First Owner,22.0 kmpl,1197 CC,81.80 bhp,113Nm@ 4200rpm,5.0,Maruti,Swift,2015,61dd8001cea01cd3705508c8ee39392a
Maruti Ignis Zeta,2017,525000,29000,Petrol,Dealer,Manual,First Owner,20.89 kmpl,1197 CC,81.80 bhp,113Nm@ 4200rpm,5.0,Maruti,Ignis,2017,2d0e23e4f87fbbebeb9d3afaa2974470
Maruti Wagon R VXI 1.2,2015,365000,28000,Petrol,Dealer,Manual,First Owner,20.52 kmpl,1197 CC,81.80 bhp,113Nm@ 4200rpm,5.0,Maruti,Wagon,2015,f39bedc77ba7c307a0d1d491741335b9
Maruti Swift VDI BSIV,2011,375000,97000,Diesel,Dealer,Manual,First Owner,25.2 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5.0,Maruti,Swift,2011,8372dfaf143633fbef429fbf7aed3ea1
Maruti Swift Dzire VDI,2018,765000,59000,Diesel,Dealer,Manual,First Owner,28.4 kmpl,1248 CC,74.02 bhp,190Nm@ 2000rpm,5.0,Maruti,Swift,2018,80598fc6fb73cf749a1ca0b73d6248d9
Maruti Swift Dzire VDI,2019,770000,27000,Diesel,Individual,Manual,First Owner,28.4 kmpl,1248 CC,74.02 bhp,190Nm@ 2000rpm,5.0,Maruti,Swift,2019,361d538937195b1053ccfd3786710d11
Renault KWID RXT,2018,350000,30000,Petrol,Individual,Manual,First Owner,25.17 kmpl,799 CC,53.3 bhp,72Nm@ 4386rpm,5.0,Renault,KWID,2018,c859ba9a9aaa6a396d04bf4267dedf1f
Mahindra Scorpio 1.99 S6 Plus,2015,875000,70000,Diesel,Individual,Manual,First Owner,15.4 kmpl,1997 CC,120 bhp,280Nm@ 1800-2800rpm,7.0,Mahindra,Scorpio,2015,ac6cef73c5c9bd7521d995d3707ae737
Mahindra XUV500 W6 2WD,2014,780000,69000,Diesel,Dealer,Manual,First Owner,15.1 kmpl,2179 CC,140 bhp,330Nm@ 1600-2800rpm,7.0,Mahindra,XUV500,2014,a2ea9cdb90fcb2db303e3100317107ac
Maruti S-Cross 2017-2020 Zeta DDiS 200 SH,2018,990000,15000,Diesel,Individual,Manual,First Owner,25.1 kmpl,1248 CC,88.5 bhp,200Nm@ 1750rpm,5.0,Maruti,S-Cross,2018,b26d375608584245704af94bbda93a23
Maruti Swift Dzire VDI,2019,800000,35700,Diesel,Dealer,Manual,First Owner,28.4 kmpl,1248 CC,74.02 bhp,190Nm@ 2000rpm,5.0,Maruti,Swift,2019,361d538937195b1053ccfd3786710d11
Hyundai Verna 1.6 SX,2012,350000,120000,Diesel,Individual,Manual,Third Owner,22.32 kmpl,1582 CC,126.32 bhp,259.8Nm@ 1900-2750rpm,5.0,Hyundai,Verna,2012,bde003d72e3258f6b0982f4893ef4f44
Volkswagen Polo Diesel Comfortline 1.2L,2013,325000,120000,Diesel,Individual,Manual,First Owner,22.07 kmpl,1199 CC,73.9 bhp,180Nm@ 2000rpm,5.0,Volkswagen,Polo,2013,4e1d67db37473aba8e2840acf1c6fa67
Volkswagen Polo Diesel Comfortline 1.2L,2013,360000,80000,Diesel,Individual,Manual,First Owner,22.07 kmpl,1199 CC,73.9 bhp,180Nm@ 2000rpm,5.0,Volkswagen,Polo,2013,4e1d67db37473aba8e2840acf1c6fa67
Maruti Alto K10 2010-2014 VXI,2010,148000,120000,Petrol,Individual,Manual,First Owner,20.92 kmpl,998 CC,67.1 bhp,90Nm@ 3500rpm,5.0,Maruti,Alto,2010,a3a4a8c7bfacb33d3bc4adafe31a1d52
Maruti Baleno Delta 1.3,2017,670000,36000,Diesel,Individual,Manual,First Owner,27.39 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5.0,Maruti,Baleno,2017,2ae56bf0f2f80a8faf93afa29e685fa4
Toyota Etios Liva GD,2014,430999,120000,Diesel,Individual,Manual,First Owner,23.59 kmpl,1364 CC,67.04 bhp,170Nm@ 1800-2400rpm,5.0,Toyota,Etios,2014,c84b0df0f48598b9a718ae882fadc1ee
Maruti Omni E MPI STD BS IV,2017,260000,9000,Petrol,Individual,Manual,First Owner,16.8 kmpl,796 CC,34.2 bhp,59Nm@ 2500rpm,8.0,Maruti,Omni,2017,28fba22b0a4c28e0f81ca610aeaf9c2d
Tata Nano Lx BSIV,2012,70000,50000,Petrol,Individual,Manual,Second Owner,25.4 kmpl,624 CC,37.48 bhp,51Nm@ 4000+/-500rpm,4.0,Tata,Nano,2012,09db59d0ccc4d1adb56cf3719d35a6be
Renault KWID Climber 1.0 MT BSIV,2019,300000,35000,Petrol,Individual,Manual,First Owner,23.01 kmpl,999 CC,67 bhp,91Nm@ 4250rpm,5.0,Renault,KWID,2019,2bcd568c577e107b0dab55a770480246
Mahindra Xylo E4,2011,150000,130000,Diesel,Individual,Manual,Second Owner,14.0 kmpl,2498 CC,112 bhp,260 Nm at 1800-2200 rpm,7.0,Mahindra,Xylo,2011,51c8dce2e7a1151fc2fbee45753d58f5
Ford Figo Diesel Titanium,2010,260000,70000,Diesel,Individual,Manual,First Owner,20.0 kmpl,1399 CC,68 bhp,160Nm@ 2000rpm,5.0,Ford,Figo,2010,8b1731238f735efc6ce3c14c2e91bf02
Maruti Swift Dzire VDi,2012,320000,90000,Diesel,Individual,Manual,Third Owner,19.3 kmpl,1248 CC,73.9 bhp,190Nm@ 2000rpm,5.0,Maruti,Swift,2012,888dd8726303543edac4e313f5be26c1
Tata Nexon 1.2 Revotron XM,2018,700000,35000,Petrol,Individual,Manual,First Owner,17.0 kmpl,1198 CC,108.5 bhp,170Nm@ 1750-4000rpm,5.0,Tata,Nexon,2018,fbccc326248a0cef2921c2559e9063d3
Volkswagen Polo Petrol Highline 1.2L,2012,415000,80000,Petrol,Individual,Manual,First Owner,16.47 kmpl,1198 CC,73.9 bhp,110Nm@ 3750rpm,5.0,Volkswagen,Polo,2012,dbd938382665ea477ef8cff6101cfb81
Maruti Swift Vdi BSIII,2008,260000,120000,Diesel,Individual,Manual,Second Owner,17.8 kmpl,1248 CC,75 bhp,190Nm@ 2000rpm,5.0,Maruti,Swift,2008,b023e3ed7e73477d1395b9c4bc8bb1f7
Tata Nano Cx,2011,70000,80000,Petrol,Individual,Manual,First Owner,26.0 kmpl,624 CC,35 bhp,48Nm@ 3000rpm,4.0,Tata,Nano,2011,44274f1480211b7e6523dec8cb82e316
Toyota Etios Liva G,2015,515000,30000,Petrol,Individual,Manual,First Owner,17.71 kmpl,1197 CC,78.9 bhp,104Nm@ 3100rpm,5.0,Toyota,Etios,2015,a2d29dac7cd24584fe3a6b031716cbf6
Hyundai Verna 1.6 CRDi SX,2016,803999,60000,Diesel,Individual,Manual,First Owner,23.9 kmpl,1582 CC,126.2 bhp,259.9Nm@ 1900-2750rpm,5.0,Hyundai,Verna,2016,d2b90d28229e2c38f37f532ed74592dc
Skoda Octavia L and K 1.9 TDI (MT),2007,275000,200000,Diesel,Individual,Manual,Second Owner,16.6 kmpl,1896 CC,122.4 bhp,"21.4@ 1,900(kgm@ rpm)",5.0,Skoda,Octavia,2007,88a918083b9233828225565376a8f272
Ford EcoSport 1.5 TDCi Titanium BSIV,2017,934000,101000,Diesel,Individual,Manual,First Owner,22.77 kmpl,1498 CC,98.59 bhp,205Nm@ 1750-3250rpm,5.0,Ford,EcoSport,2017,8e34f8fb91fd83443192bdc6c0c10c7b
Ford Fiesta 1.4 Duratorq ZXI,2007,210000,110000,Diesel,Individual,Manual,First Owner,17.8 kmpl,1399 CC,68 bhp,"16.3@ 2,000(kgm@ rpm)",5.0,Ford,Fiesta,2007,03fa82678552afd72b339bf3b996dc7f
Toyota Innova 2.5 G (Diesel) 8 Seater,2014,1050000,136000,Diesel,Individual,Manual,Third Owner,12.99 kmpl,2494 CC,100.6 bhp,200Nm@ 1400-3400rpm,8.0,Toyota,Innova,2014,a0111ee171e1c8e5d4e053f3c5fdd7d7
Chevrolet Tavera B2 8 Seats BSIII,2011,650000,250000,Diesel,Individual,Manual,Second Owner,14.8 kmpl,2499 CC,80 bhp,"19@ 1,800(kgm@ rpm)",7.0,Chevrolet,Tavera,2011,6649267ff4e375ebcd0dba6f35aadeae
Chevrolet Cruze LTZ,2012,550000,74000,Diesel,Individual,Manual,Fourth & Above Owner,17.3 kmpl,1998 CC,163.7 bhp,380Nm@ 2000rpm,5.0,Chevrolet,Cruze,2012,cf8e63e5ab053808f7f25368b02982c1
Chevrolet Tavera Neo LT-L - 9 seats BSII,2010,285000,265000,Diesel,Individual,Manual,Fourth & Above Owner,14.8 kmpl,2499 CC,80 bhp,"19@ 1,800(kgm@ rpm)",9.0,Chevrolet,Tavera,2010,6ee4702d7f5002145e9f5691b5812471
Honda Jazz 1.2 VX i VTEC,2015,700000,22700,Petrol,Individual,Manual,First Owner,18.7 kmpl,1199 CC,88.7 bhp,110Nm@ 4800rpm,5.0,Honda,Jazz,2015,f70fd7a1de31dd7623c42880a515840c
Hyundai Grand i10 Sportz,2016,525000,45000,Petrol,Individual,Manual,First Owner,18.9 kmpl,1197 CC,82 bhp,114Nm@ 4000rpm,5.0,Hyundai,Grand,2016,ce631eeea9009b5bfaa26ff86d7c30a7
Maruti Eeco 5 Seater AC BSIV,2011,250000,36000,Petrol,Individual,Manual,Second Owner,15.37 kmpl,1196 CC,73 bhp,101Nm@ 3000rpm,5.0,Maruti,Eeco,2011,ab4e2823cb524bcd81826f0e04018d19
Maruti Swift Dzire ZDI,2015,575000,57000,Diesel,Individual,Manual,Second Owner,26.59 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5.0,Maruti,Swift,2015,9b7ca04d3d9ef687e322e600c957e515
Tata Tiago 1.05 Revotorq XZ,2018,540000,33000,Diesel,Individual,Manual,First Owner,27.28 kmpl,1047 CC,69 bhp,140Nm@ 1800-3000rpm,5.0,Tata,Tiago,2018,8a163b00e76c2214f836135cee5da6d7
Maruti Ertiga VXI,2012,560000,59000,Petrol,Individual,Manual,First Owner,16.02 kmpl,1373 CC,93.7 bhp,130Nm@ 4000rpm,7.0,Maruti,Ertiga,2012,991ef56aed742f7ebe4cf49ad1ee0733
Volkswagen Vento Diesel Highline,2012,380000,200000,Diesel,Individual,Manual,First Owner,20.54 kmpl,1598 CC,103.6 bhp,250Nm@ 1500-2500rpm,5.0,Volkswagen,Vento,2012,6e7906d618f1438065ca5b44174ec291
Ford Figo Petrol Titanium,2011,240000,80000,Petrol,Individual,Manual,Second Owner,15.6 kmpl,1196 CC,70 bhp,102Nm@ 4000rpm,5.0,Ford,Figo,2011,7a764d63398a0c731616979281eae61c
Chevrolet Spark 1.0 LT LPG,2012,300000,70000,LPG,Individual,Manual,First Owner,13.2 km/kg,995 CC,60.2 bhp,90.3Nm@ 4200rpm,5.0,Chevrolet,Spark,2012,652f224eaf1627cf4b392bc511a2a35e
Datsun RediGO S,2018,280000,50000,Petrol,Individual,Manual,First Owner,22.7 kmpl,799 CC,53.64 bhp,72Nm@ 4386rpm,5.0,Datsun,RediGO,2018,6904074bb2bc25f8ef0761299117bf53
Maruti Ritz VDi,2011,350000,118000,Diesel,Individual,Manual,Second Owner,21.1 kmpl,1248 CC,73.9 bhp,113Nm@ 4500rpm,5.0,Maruti,Ritz,2011,053b4d77c2ce57297abd54d8033229eb
Tata Indica Vista TDI LS,2014,110000,250000,Diesel,Individual,Manual,Second Owner,19.1 kmpl,1405 CC,70 bhp,135.4Nm@ 2500rpm,5.0,Tata,Indica,2014,d1bbddd53488c19a3dd3d7a04b7f20d1
Tata Nexon 1.5 Revotorq XZ Plus,2018,980000,20000,Diesel,Individual,Manual,First Owner,21.5 kmpl,1497 CC,108.5 bhp,260Nm@ 1500-2750rpm,5.0,Tata,Nexon,2018,7810a2f4098a48583e18de6d3c2fe155
Tata Nexon 1.5 Revotorq XZ Plus,2018,969999,21871,Diesel,Individual,Manual,First Owner,21.5 kmpl,1497 CC,108.5 bhp,260Nm@ 1500-2750rpm,5.0,Tata,Nexon,2018,7810a2f4098a48583e18de6d3c2fe155
Mahindra KUV 100 mFALCON D75 K8,2016,357000,120000,Diesel,Individual,Manual,First Owner,25.32 kmpl,1198 CC,77 bhp,190Nm@ 1750-2250rpm,6.0,Mahindra,KUV,2016,3d0c2bc119c4f58fb23ff2842972324a
Tata Indica Vista TDI LX,2014,280000,100000,Diesel,Individual,Manual,First Owner,19.1 kmpl,1405 CC,70 bhp,135.4Nm@ 2500rpm,5.0,Tata,Indica,2014,80814dfeb66872e59dc3cf9bcc649aac
Mahindra Bolero 2011-2019 ZLX,2012,430000,50000,Diesel,Individual,Manual,First Owner,15.96 kmpl,2523 CC,62.1 bhp,195Nm@ 1400-2200rpm,7.0,Mahindra,Bolero,2012,fec55e1428f66a5b74b42325be6382eb
Maruti Swift VDI BSIV,2014,217000,50000,Diesel,Individual,Manual,First Owner,,,,,,Maruti,Swift,2014,86c1fb7c28ec31d40e66afc16a326de6
Maruti Alto 800 LXI Airbag,2015,250000,70000,Petrol,Individual,Manual,First Owner,22.74 kmpl,796 CC,47.3 bhp,69Nm@ 3500rpm,5.0,Maruti,Alto,2015,6d3810d204571cef143805685318081e
Chevrolet Enjoy 1.3 TCDi LS 8,2016,525000,80000,Diesel,Individual,Manual,First Owner,18.2 kmpl,1248 CC,73.74 bhp,172.5Nm@ 1750rpm,8.0,Chevrolet,Enjoy,2016,6b231e14d3f38968ce0f36555e5526b1
Tata Tiago 1.2 Revotron XZ,2018,500000,25000,Petrol,Individual,Manual,First Owner,23.84 kmpl,1199 CC,84 bhp,114Nm@ 3500rpm,5.0,Tata,Tiago,2018,70ad2990073396986ebb51c166c41a53
Mahindra Scorpio S5 BSIV,2019,1000000,60000,Diesel,Individual,Manual,First Owner,16.36 kmpl,2179 CC,120 bhp,280Nm@ 1800-2800rpm,7.0,Mahindra,Scorpio,2019,ab5214678b58c997806efce4f2eb2ea4
Maruti Alto 800 LXI Optional,2017,316000,25000,Petrol,Individual,Manual,First Owner,24.7 kmpl,796 CC,47.3 bhp,69Nm@ 3500rpm,5.0,Maruti,Alto,2017,5aef8ed52e0e3df4733ecdf9f620020c
Maruti Alto 800 VXI Optional,2018,350000,50000,Petrol,Individual,Manual,First Owner,24.7 kmpl,796 CC,47.3 bhp,69Nm@ 3500rpm,5.0,Maruti,Alto,2018,516d6d3580dcae196920a43106a7b220
Tata Nexon 1.5 Revotorq XZ Plus Dual Tone,2018,950000,14000,Diesel,Individual,Manual,First Owner,21.5 kmpl,1497 CC,108.5 bhp,260Nm@ 1500-2750rpm,5.0,Tata,Nexon,2018,82194f443bd24700904a131affa8e75c
Maruti 800 AC,2005,45000,55425,Petrol,Individual,Manual,Second Owner,16.1 kmpl,796 CC,37 bhp,59Nm@ 2500rpm,4.0,Maruti,800,2005,df2084245c6ffc3517c56aac354eb053
Mahindra Bolero 2011-2019 SLX,2013,475000,76000,Diesel,Individual,Manual,First Owner,15.96 kmpl,2523 CC,62.1 bhp,195Nm@ 1400-2200rpm,7.0,Mahindra,Bolero,2013,81349deb65a53fd5791023a303291ee0
Toyota Fortuner 2.8 4WD AT BSIV,2020,3200000,3000,Diesel,Individual,Automatic,First Owner,15.04 kmpl,2755 CC,174.5 bhp,450Nm@ 1600-2400rpm,7.0,Toyota,Fortuner,2020,3b4340e9dd0394c35e6228179a9d8ec7
Mahindra TUV 300 T8,2016,600000,139000,Diesel,Individual,Manual,First Owner,18.49 kmpl,1493 CC,100 bhp,240Nm@ 1600-2800rpm,7.0,Mahindra,TUV,2016,316b1e9448c2aecd8b5ec3db283b587b
Volkswagen Vento 1.6 Highline,2014,430000,100000,Petrol,Individual,Manual,First Owner,15.04 kmpl,1598 CC,103.2 bhp,153Nm@ 3800rpm,5.0,Volkswagen,Vento,2014,abb0c47cc08c4bde01a83e3b3e239a5a
Hyundai Creta 1.6 CRDi SX,2015,965000,60000,Diesel,Individual,Manual,First Owner,19.67 kmpl,1582 CC,126.2 bhp,259.9Nm@ 1900-2750rpm,5.0,Hyundai,Creta,2015,94a2c6a7bf988d12a0d0d79d303ae5bb
Skoda Rapid 1.6 MPI AT Elegance,2013,395000,35000,Petrol,Individual,Automatic,Second Owner,14.3 kmpl,1598 CC,103.5 bhp,153Nm@ 3800rpm,5.0,Skoda,Rapid,2013,f7bf721a04abd656c7bd9f0f0e84bcc1
Tata Sumo CX 9 Seater,2008,150000,120000,Diesel,Individual,Manual,First Owner,12.2 kmpl,1948 CC,68 bhp,"115@ 2,500(kgm@ rpm)",9.0,Tata,Sumo,2008,91f89145dbe9a3f84d22df6ac1192af8
Maruti Ertiga ZDI,2013,700000,37659,Diesel,Individual,Manual,First Owner,20.77 kmpl,1248 CC,88.8 bhp,200Nm@ 1750rpm,7.0,Maruti,Ertiga,2013,9310a7814aaee782b18f1732fa53e229
Maruti Ritz VDi,2012,250000,89000,Diesel,Individual,Manual,Second Owner,23.2 kmpl,1248 CC,73.94 bhp,190Nm@ 2000rpm,5.0,Maruti,Ritz,2012,b27a355788de8c7fd57aa016d366b2e9
Maruti Ertiga ZDI,2013,680000,37500,Diesel,Individual,Manual,Second Owner,20.77 kmpl,1248 CC,88.8 bhp,200Nm@ 1750rpm,7.0,Maruti,Ertiga,2013,9310a7814aaee782b18f1732fa53e229
